id,name,type,length_km,voltage,installed,capacity_mw,status,from_trf_id,from_sub_id,to_trf_id,to_sub_id
LINE-E33BBEC2,Line_1917,Overhead,0.17,110kV,09-08-20,192,Active,TRF-A9D4A27A,,TRF-045D0C4D,
LINE-484E9B60,Line_1918,Overhead,9.03,10kV,17-11-02,153,Under_Repair,TRF-371ACB5C,,TRF-26D7D5FF,
LINE-9EA6376D,Line_1919,Overhead,12.67,20kV,02-04-06,17,Under_Repair,TRF-E1B97D8F,,TRF-CFBBF746,
LINE-FC6452B2,Line_1920,Cable,16.19,110kV,30-04-10,7,Under_Repair,TRF-A86A34EA,,TRF-E7455D6E,
LINE-A6768B12,Line_1921,Underground,43.35,110kV,14-11-24,192,Active,TRF-1AF1E278,,TRF-97D00D87,
LINE-776A071E,Line_1922,Underground,40.73,20kV,10-04-07,192,Active,TRF-8F804E13,,TRF-785EE810,
LINE-B662BC5A,Line_1923,Overhead,49.01,10kV,20-06-20,51,Active,TRF-E7C33537,,,SUB-DF8BD915
LINE-913A0C26,Line_1924,Cable,44.65,20kV,01-12-10,15,Active,TRF-8FC412EE,,TRF-C5592629,
LINE-72147D57,Line_1925,Underground,49.75,10kV,28-04-16,89,Under_Repair,TRF-467EB92C,,TRF-FEFB02A4,
LINE-5AE13BA9,Line_1926,Cable,7.2,20kV,26-02-05,35,Active,TRF-7DABC19F,,TRF-4DCD3A3F,
LINE-19B6C78B,Line_1927,Cable,49.54,110kV,25-02-02,2,Active,TRF-03141A85,,,SUB-9BA43355
LINE-2C6C3A24,Line_1928,Underground,14.84,10kV,19-07-17,123,Under_Repair,TRF-50EAF192,,TRF-6D51B4AB,
LINE-53F79557,Line_1929,Cable,23.53,110kV,01-02-18,31,Active,TRF-24F095D5,,TRF-30D1A7E9,
LINE-FA463542,Line_1930,Underground,49.96,20kV,22-09-07,70,Under_Repair,TRF-66B22010,,TRF-E680F66A,
LINE-C437B93B,Line_1931,Underground,25.98,110kV,21-08-15,113,Active,,SUB-7A97AF1F,TRF-BBA38FB4,
LINE-47181A61,Line_1932,Cable,0.5,20kV,08-12-14,104,Active,TRF-A642FAF4,,TRF-B9DA8FAE,
LINE-C0BA6040,Line_1933,Underground,15.5,10kV,28-04-16,77,Under_Repair,TRF-26C5FC52,,TRF-003228DA,
LINE-BBE2381E,Line_1934,Overhead,47.03,110kV,09-07-11,95,Active,TRF-319EF4F4,,TRF-8646A9C9,
LINE-34689E2C,Line_1935,Underground,49.28,10kV,12-07-07,180,Active,TRF-D016F1EA,,TRF-FE3C7803,
LINE-D2DC4BB0,Line_1936,Cable,3.89,20kV,24-05-01,11,Active,TRF-C1D2E717,,TRF-6F0C2DFF,
LINE-99FF8A41,Line_1937,Cable,27.24,10kV,13-05-05,108,Under_Repair,TRF-D63FE7A6,,TRF-AEE018EA,
LINE-5BDAA966,Line_1938,Cable,41.29,20kV,04-04-06,100,Active,TRF-C07CA514,,TRF-0CC40B48,
LINE-851BD9E5,Line_1939,Overhead,8.31,10kV,13-12-04,114,Under_Repair,TRF-518601AC,,,SUB-EE903A64
LINE-DEC44419,Line_1940,Overhead,4.25,10kV,11-09-17,199,Active,TRF-EAD6840A,,TRF-E030BC53,
LINE-B5B101C8,Line_1941,Underground,40.16,10kV,28-10-03,127,Active,TRF-2D3092C4,,TRF-C20BD27E,
LINE-4609569F,Line_1942,Underground,2.97,10kV,24-06-08,67,Active,TRF-0D995E45,,TRF-8353F576,
LINE-AA967D15,Line_1943,Underground,15.75,10kV,23-04-19,185,Active,TRF-374D10EB,,TRF-F842400F,
LINE-CA2D551E,Line_1944,Overhead,26.05,110kV,05-04-19,181,Active,TRF-BCAFA9D2,,TRF-8DC62B01,
LINE-8D66DD8C,Line_1945,Overhead,1.58,10kV,21-10-12,160,Active,TRF-7F842C66,,TRF-5AA9C652,
LINE-9404827C,Line_1946,Cable,9.67,10kV,22-08-20,194,Active,TRF-15A1CBB3,,TRF-A55B1271,
LINE-6D8EE53A,Line_1947,Overhead,4.3,110kV,25-03-08,49,Active,TRF-EBFD2A7E,,TRF-44931341,
LINE-42B681A6,Line_1948,Overhead,47.46,20kV,22-05-10,181,Active,TRF-7DABC19F,,,SUB-3CAB5FA0
LINE-7BB50F00,Line_1949,Overhead,7.22,110kV,10-02-11,138,Under_Repair,TRF-7764BB89,,TRF-3069DA58,
LINE-7C59655E,Line_1950,Underground,41.57,20kV,12-06-19,68,Active,TRF-C6945D2E,,TRF-D3461B04,
LINE-3170DE15,Line_1951,Underground,25.58,10kV,02-10-19,60,Active,TRF-6482900D,,TRF-DD4E0454,
LINE-CAB66C62,Line_1952,Overhead,8.67,10kV,06-09-14,180,Under_Repair,TRF-BB2849CF,,TRF-3F174D5F,
LINE-424125C2,Line_1953,Overhead,11.58,10kV,01-06-17,58,Active,TRF-6AE1A667,,TRF-5C645DA1,
LINE-945E4738,Line_1954,Cable,21.42,10kV,03-07-07,74,Active,TRF-89E577D6,,TRF-57FCD670,
LINE-15BDF511,Line_1955,Cable,25.02,10kV,12-12-20,100,Active,TRF-9415A4F7,,TRF-D34FFB59,
LINE-3107349C,Line_1956,Overhead,1.22,10kV,20-07-12,96,Under_Repair,TRF-A1B5D130,,TRF-3C7E72AC,
LINE-1AD99A72,Line_1957,Overhead,21.44,20kV,14-06-14,108,Under_Repair,TRF-38E0E487,,TRF-17BD6236,
LINE-E5FA9831,Line_1958,Underground,10.47,10kV,03-01-05,19,Under_Repair,TRF-88EB83B8,,TRF-BB2B85B9,
LINE-CF0F14FD,Line_1959,Underground,45.17,110kV,07-07-15,59,Active,TRF-6D07EA9A,,TRF-182E6FB9,
LINE-780A0957,Line_1960,Underground,8.51,10kV,24-08-17,53,Active,TRF-6AE1A667,,TRF-5AA9C652,
LINE-9840FFA7,Line_1961,Cable,34.31,110kV,30-06-02,12,Active,TRF-49D8A5CA,,TRF-0CF96BD1,
LINE-A128C2E2,Line_1962,Overhead,39.56,10kV,14-12-18,132,Active,TRF-79F60FF0,,TRF-F737FF89,
LINE-34EB654C,Line_1963,Underground,30.59,20kV,08-05-21,177,Active,TRF-C6945D2E,,TRF-6B3504A7,
LINE-AF2372C9,Line_1964,Cable,16.55,110kV,10-04-18,157,Active,TRF-21E50199,,TRF-304860EA,
LINE-6FF14E58,Line_1965,Overhead,13.29,110kV,05-01-19,185,Active,TRF-01B1DE9E,,TRF-B417AE52,
LINE-CFFDF6C1,Line_1966,Cable,46.18,20kV,27-11-12,185,Active,TRF-A5902F4D,,TRF-1330C430,
LINE-BD6E4B42,Line_1967,Overhead,24.79,110kV,05-07-08,10,Under_Repair,TRF-27F4C203,,TRF-8353F576,
LINE-5D9FD64E,Line_1968,Underground,42.81,110kV,12-09-11,51,Under_Repair,TRF-B5B89814,,TRF-91AF61EA,
LINE-68C1EE38,Line_1969,Cable,4.31,10kV,24-02-21,120,Under_Repair,TRF-93DEC2B7,,TRF-D990E842,
LINE-CA8329B2,Line_1970,Overhead,26.73,20kV,23-02-04,161,Active,TRF-54840AD9,,TRF-C07CA514,
LINE-97C66818,Line_1971,Cable,3.15,20kV,08-01-14,169,Active,TRF-30E07BC5,,TRF-E784BF1E,
LINE-7A03C6C6,Line_1972,Cable,46.96,10kV,11-07-22,77,Under_Repair,TRF-4BDB6B26,,TRF-91CA4481,
LINE-F06EDAC2,Line_1973,Underground,7.56,10kV,04-08-20,8,Active,TRF-60CB0F47,,TRF-9415A4F7,
LINE-2C49A78F,Line_1974,Underground,1.59,10kV,29-01-00,58,Under_Repair,TRF-9FD98202,,TRF-A4A327C2,
LINE-6E3D9B3B,Line_1975,Cable,10.51,10kV,09-06-04,194,Active,TRF-22690B1F,,TRF-B4F8519F,
LINE-EE7062C1,Line_1976,Overhead,12.11,110kV,25-06-03,60,Under_Repair,TRF-003228DA,,TRF-925C6BAE,
LINE-67783265,Line_1977,Underground,7.05,110kV,28-12-20,148,Active,TRF-2671748C,,TRF-FFD5BB11,
LINE-2DCB3DD5,Line_1978,Underground,42.17,20kV,11-09-16,61,Active,TRF-D407585E,,TRF-EC3407A7,
LINE-95B36722,Line_1979,Overhead,49.78,110kV,21-01-11,186,Active,TRF-FB140D71,,TRF-1330C430,
LINE-822B4288,Line_1980,Underground,14.63,10kV,31-12-07,182,Active,TRF-6049737B,,TRF-24F095D5,
LINE-FCFC022E,Line_1981,Overhead,26.21,10kV,10-08-24,158,Active,TRF-DDC04DD5,,TRF-D87B8125,
LINE-D2C5E43F,Line_1982,Cable,17.49,20kV,30-03-16,147,Active,TRF-A4A327C2,,TRF-73DFBE29,
LINE-55ABC8E8,Line_1983,Overhead,46.67,20kV,18-10-13,94,Active,TRF-6E795249,,TRF-BFB492B5,
LINE-59471BB6,Line_1984,Cable,15.32,20kV,06-09-00,199,Under_Repair,TRF-E76BD6C8,,TRF-B5AF16ED,
LINE-A05C0D60,Line_1985,Overhead,34.42,400kV,14-10-21,154,Under_Repair,,SUB-2362C85A,TRF-7F842C66,
LINE-B4B6EB73,Line_1986,Underground,48.18,400kV,22-04-09,1,Active,,SUB-5651541E,,SUB-33F8FA47
LINE-6C27C08E,Line_1987,Cable,24.56,10kV,10-10-22,21,Active,TRF-9CE17F02,,TRF-8F74F7DF,
LINE-3D66B110,Line_1988,Underground,30.17,110kV,15-02-01,12,Active,TRF-36E7E4CA,,TRF-304860EA,
LINE-5612DE98,Line_1989,Underground,21.45,110kV,29-12-20,150,Under_Repair,TRF-304860EA,,TRF-022AA10C,
LINE-350B0CF3,Line_1990,Overhead,29.85,20kV,28-02-16,59,Active,TRF-AAD0DBF5,,TRF-47CA2566,
LINE-B5D884B7,Line_1991,Underground,40.58,10kV,19-01-02,154,Active,TRF-DD2F69BC,,TRF-5BB5BD9C,
LINE-A21D793F,Line_1992,Cable,40.91,110kV,15-03-17,194,Under_Repair,TRF-E5710510,,,SUB-F98EAA69
LINE-16614B5E,Line_1993,Cable,34.45,10kV,11-02-15,50,Under_Repair,TRF-44D6D29A,,TRF-CFBBF746,
LINE-E7CCC45B,Line_1994,Cable,21.27,110kV,09-01-15,142,Under_Repair,TRF-9A983852,,TRF-21E50199,
LINE-181BBCBA,Line_1995,Cable,43.13,110kV,18-04-20,78,Active,TRF-8DA04311,,TRF-E7C33537,
LINE-365E134D,Line_1996,Cable,17.54,20kV,28-11-13,51,Active,TRF-0FE9502C,,TRF-A5DCB551,
LINE-B333EAC8,Line_1997,Cable,40.43,10kV,15-09-09,29,Active,TRF-AA0A3F66,,TRF-D06C5D7E,
LINE-1242A5A2,Line_1998,Underground,2.06,110kV,24-08-13,97,Active,TRF-0AB555BF,,TRF-6E795249,
LINE-3EB65E7F,Line_1999,Cable,26.7,20kV,12-08-17,177,Active,,SUB-753DF0FA,TRF-83239AAD,
LINE-21FE710C,Line_2000,Cable,45.92,10kV,30-03-11,112,Active,TRF-0F32351C,,TRF-7B57C6C2,
LINE-2E2E7685,Line_2001,Overhead,28.13,20kV,03-03-09,172,Under_Repair,TRF-A9A9198F,,TRF-1C74F5DD,
LINE-13978E7A,Line_2002,Cable,39.31,20kV,20-09-15,154,Under_Repair,TRF-EC3407A7,,TRF-1A0694C5,
LINE-AE47E37D,Line_2003,Overhead,23.87,10kV,23-07-11,35,Active,TRF-11C0AE49,,TRF-7E800AC8,
LINE-56E0966A,Line_2004,Cable,23.88,20kV,28-11-08,39,Active,TRF-6F0C2DFF,,TRF-9A52C354,
LINE-F6FEF0DC,Line_2005,Overhead,36.2,110kV,30-04-08,138,Under_Repair,TRF-ACDAAB6E,,TRF-D06C5D7E,
LINE-36724E0E,Line_2006,Overhead,46.15,110kV,07-05-11,56,Under_Repair,TRF-D34FFB59,,TRF-79BBF55B,
LINE-5C69CD2C,Line_2007,Cable,3.42,110kV,05-04-14,89,Under_Repair,TRF-6ED38843,,TRF-6606F7B1,
LINE-4AFCC9F2,Line_2008,Cable,4.32,20kV,11-01-01,192,Under_Repair,TRF-0F8ED328,,TRF-5413DC58,
LINE-DE9F876E,Line_2009,Underground,20.16,110kV,25-06-09,43,Active,TRF-AEE9F0FE,,TRF-E680F66A,
LINE-8FB8BE25,Line_2010,Overhead,26.03,110kV,11-02-00,52,Under_Repair,TRF-4DF4D21D,,TRF-BFB5F227,
LINE-2C4308DD,Line_2011,Cable,47.52,10kV,17-03-02,49,Under_Repair,TRF-E9A52B26,,TRF-75484DDF,
LINE-79703045,Line_2012,Overhead,40.58,110kV,01-06-18,73,Active,,SUB-C0591BC3,,SUB-B36B0359
LINE-5FCD3C6C,Line_2013,Underground,33.49,10kV,14-03-15,89,Active,TRF-018D0C8D,,TRF-57F1D40C,
LINE-D2DFAC9D,Line_2014,Underground,46.15,10kV,02-09-10,127,Active,TRF-1281716B,,TRF-97CD4529,
LINE-1CAE0875,Line_2015,Underground,3.71,10kV,07-02-21,43,Under_Repair,TRF-DF673EA2,,,SUB-F8A6B751
LINE-2B19522B,Line_2016,Overhead,46.86,20kV,28-06-18,28,Active,TRF-D3461B04,,TRF-D35ECAB2,
LINE-AB3F512B,Line_2017,Underground,36.13,10kV,02-09-09,73,Active,TRF-6B3504A7,,TRF-E8F828CA,
LINE-A15CDC54,Line_2018,Underground,15.52,20kV,04-04-24,48,Under_Repair,TRF-4DCD3A3F,,TRF-67EFA29F,
LINE-C162DB30,Line_2019,Cable,38.69,10kV,29-10-07,34,Active,TRF-2E23F36A,,TRF-72988B9C,
LINE-3302AD4A,Line_2020,Underground,34.22,20kV,05-10-05,10,Under_Repair,TRF-AF05ECA9,,TRF-47070067,
LINE-F04B00F3,Line_2021,Overhead,6.16,10kV,04-02-17,186,Active,TRF-AD01F9F5,,TRF-500230C7,
LINE-1DA3FC06,Line_2022,Cable,6.35,110kV,18-06-23,99,Active,TRF-EF9222E1,,TRF-44AD8D9F,
LINE-D10E9842,Line_2023,Underground,19.2,20kV,06-03-17,101,Active,TRF-7DABC19F,,TRF-45A42FBD,
LINE-EFE3D7F5,Line_2024,Underground,36.79,20kV,15-02-04,161,Active,TRF-7B4E7F3C,,TRF-4EEFD747,
LINE-B6EB3229,Line_2025,Cable,21.11,110kV,20-04-03,141,Active,TRF-40849596,,TRF-C3B91D6E,
LINE-EDFF391F,Line_2026,Overhead,32.26,20kV,15-11-20,51,Under_Repair,TRF-B96CAB5D,,TRF-24E0CAB0,
LINE-C6DCD992,Line_2027,Cable,31.66,10kV,09-09-05,182,Under_Repair,TRF-64144C57,,TRF-66C42A25,
LINE-1CF20ECC,Line_2028,Underground,9.87,20kV,07-10-03,67,Active,TRF-A642FAF4,,TRF-526BEAA5,
LINE-A6F8F0E9,Line_2029,Overhead,1.17,20kV,04-05-02,196,Active,TRF-6C9C8571,,TRF-57F1D40C,
LINE-4757B64B,Line_2030,Cable,40.54,20kV,29-01-12,163,Active,TRF-4AEBD16D,,TRF-7764BB89,
LINE-72A3B84D,Line_2031,Overhead,29.57,110kV,03-04-02,104,Active,TRF-A96F8738,,TRF-4B642FDC,
LINE-7048D770,Line_2032,Underground,3.52,110kV,20-08-23,97,Active,TRF-9A21D87E,,TRF-4A769576,
LINE-AD040307,Line_2033,Overhead,26.8,110kV,09-05-01,20,Active,TRF-35781BB5,,TRF-E7B5D2B2,
LINE-C7FE95D1,Line_2034,Overhead,16.74,20kV,12-03-20,194,Active,TRF-B9ED7385,,TRF-7666F8EA,
LINE-1996E310,Line_2035,Cable,36.58,10kV,22-03-20,101,Active,TRF-61EE2250,,TRF-D9F376F1,
LINE-37B8152A,Line_2036,Overhead,18.94,20kV,20-03-14,156,Under_Repair,TRF-B96CAB5D,,TRF-DD2F69BC,
LINE-C9A0A2CE,Line_2037,Underground,42.68,10kV,12-04-10,47,Active,TRF-76404C11,,TRF-13D3FF89,
LINE-293F959C,Line_2038,Cable,44.47,20kV,08-06-08,128,Active,TRF-2220D927,,TRF-F4D7EC4F,
LINE-D32042F4,Line_2039,Cable,24.12,10kV,07-11-16,96,Active,TRF-11C0AE49,,TRF-4758AF57,
LINE-81476258,Line_2040,Overhead,40.71,20kV,19-11-10,138,Under_Repair,TRF-EF511071,,TRF-10D481BC,
LINE-46FC9EAA,Line_2041,Cable,12.32,10kV,04-04-06,180,Active,TRF-D63FE7A6,,TRF-6B3504A7,
LINE-B3C12C33,Line_2042,Overhead,42.17,110kV,28-06-17,21,Active,TRF-60953150,,TRF-7B4213B3,
LINE-00E16A7D,Line_2043,Overhead,16.49,10kV,10-08-02,100,Active,TRF-6A197A1E,,TRF-A26D163E,
LINE-5428A0B6,Line_2044,Cable,2.79,10kV,14-07-08,44,Active,TRF-4420D8C6,,,SUB-DF8BD915
LINE-D3D51DC5,Line_2045,Underground,15.15,10kV,11-11-09,158,Active,TRF-CE2285F2,,TRF-1197061B,
LINE-D3363CAD,Line_2046,Cable,41.67,10kV,02-01-19,76,Active,TRF-6A197A1E,,TRF-D03D4E3B,
LINE-81A2131C,Line_2047,Underground,5.91,10kV,10-03-00,136,Active,TRF-7562AD67,,TRF-863D6434,
LINE-7A87241D,Line_2048,Underground,38.93,110kV,27-07-18,140,Active,TRF-4149EA0C,,TRF-4DCA33D8,
LINE-DB4E4F19,Line_2049,Cable,45.1,10kV,20-08-10,154,Under_Repair,TRF-6135FC2B,,TRF-2FB03AAF,
LINE-6972277F,Line_2050,Cable,10.88,20kV,03-05-09,66,Active,,SUB-DB0F9F12,TRF-ED3F5DCA,
LINE-CD096330,Line_2051,Overhead,42.37,10kV,31-10-02,1,Active,TRF-60034C8B,,TRF-40312CDB,
LINE-55FD93C2,Line_2052,Underground,45.32,10kV,21-10-16,151,Active,TRF-3C7E72AC,,TRF-15A1CBB3,
LINE-5C710FF2,Line_2053,Underground,18.66,110kV,10-06-09,37,Active,TRF-83D9DD54,,TRF-EBE9193C,
LINE-43CE5B19,Line_2054,Cable,28.66,10kV,17-05-18,184,Active,TRF-0499EBEE,,TRF-B460742F,
LINE-CBD607D2,Line_2055,Overhead,47.84,10kV,13-01-01,38,Active,TRF-2EFD2BF0,,TRF-BCAFA9D2,
LINE-6F30B9D6,Line_2056,Overhead,26.9,20kV,21-12-21,89,Active,TRF-D07746F5,,TRF-766B76A3,
LINE-A544EDE0,Line_2057,Overhead,36.41,110kV,28-07-05,138,Active,TRF-4A33236D,,TRF-93925574,
LINE-699EB940,Line_2058,Overhead,6.65,20kV,21-02-04,199,Active,TRF-82A62BFE,,TRF-04136431,
LINE-CD86CE69,Line_2059,Underground,25.32,10kV,24-09-06,58,Active,TRF-87E412AA,,TRF-6049737B,
LINE-233511E1,Line_2060,Underground,22.52,10kV,09-05-06,166,Under_Repair,TRF-DDC04DD5,,TRF-FA0E9F44,
LINE-3DFE9E9C,Line_2061,Overhead,5.39,20kV,28-05-06,51,Active,TRF-38E0E487,,TRF-27B66FEB,
LINE-B3740F06,Line_2062,Underground,44.3,110kV,01-04-21,172,Active,TRF-6D07EA9A,,TRF-11C0AE49,
LINE-A981310C,Line_2063,Cable,4.1,20kV,17-03-20,188,Active,TRF-49D04B33,,TRF-495F8566,
LINE-CF50F904,Line_2064,Overhead,27.48,20kV,02-11-00,131,Active,TRF-EF02224C,,TRF-EBFD2A7E,
LINE-F586C95A,Line_2065,Underground,49.93,20kV,17-03-11,188,Active,TRF-6D7A48CF,,TRF-2EFD2BF0,
LINE-10EDFC65,Line_2066,Underground,15.39,20kV,21-11-01,7,Active,TRF-BAE7B76D,,TRF-A8239FFC,
LINE-F073504A,Line_2067,Overhead,23.55,110kV,16-08-12,51,Active,TRF-FB140D71,,TRF-6AE1A667,
LINE-6457E132,Line_2068,Overhead,36.25,110kV,09-09-08,81,Active,,SUB-C729E33A,,SUB-77EE3F2A
LINE-9A60D078,Line_2069,Overhead,7.48,20kV,19-02-18,132,Under_Repair,TRF-09CC8D07,,TRF-C7129AD0,
LINE-09FFB611,Line_2070,Underground,4.8,10kV,23-02-07,175,Active,TRF-11C0AE49,,TRF-6EAFEF2C,
LINE-FAA0B24D,Line_2071,Cable,13.25,10kV,02-07-05,186,Under_Repair,TRF-9098F318,,TRF-12A3C5AE,
LINE-A6355E53,Line_2072,Cable,4.17,10kV,29-05-02,62,Active,TRF-A52FE8EA,,TRF-AEE9F0FE,
LINE-CB39FC05,Line_2073,Overhead,30.72,10kV,12-08-12,164,Under_Repair,TRF-48770BC8,,TRF-F3A83308,
LINE-9BEED9A1,Line_2074,Overhead,8.08,10kV,01-05-23,122,Active,TRF-51A546C1,,TRF-C449D2E3,
LINE-2E539C3A,Line_2075,Cable,40.5,110kV,02-08-03,23,Active,TRF-4B4D7298,,TRF-2FB03AAF,
LINE-ECCD4691,Line_2076,Underground,15.8,10kV,28-12-02,183,Active,TRF-EBDA3223,,TRF-BC9FD91D,
LINE-C066A30F,Line_2077,Overhead,46.7,110kV,09-05-16,156,Active,TRF-5D4941B0,,TRF-AF225B11,
LINE-C76D2C21,Line_2078,Overhead,17.35,10kV,27-04-14,89,Under_Repair,TRF-A9E36248,,TRF-427A29E5,
LINE-74955F03,Line_2079,Underground,34.55,20kV,14-05-08,121,Active,,SUB-E0FDF4F5,TRF-73F7C616,
LINE-7F1039A4,Line_2080,Underground,46.39,110kV,03-05-16,16,Active,TRF-1A0694C5,,,SUB-561304A2
LINE-2B4E25CB,Line_2081,Overhead,46.94,110kV,16-09-06,132,Under_Repair,TRF-C20BD27E,,TRF-565141A1,
LINE-954083A6,Line_2082,Overhead,46.7,10kV,16-01-21,83,Active,TRF-CA866BB8,,TRF-C449D2E3,
LINE-3A6EC08D,Line_2083,Underground,45.12,110kV,30-09-19,16,Active,TRF-2C08C4F9,,TRF-9A0DAAB8,
LINE-14CB2604,Line_2084,Cable,48.48,110kV,13-05-02,189,Active,TRF-5AA9C652,,TRF-FA0E9F44,
LINE-63AC5434,Line_2085,Underground,44.28,110kV,06-04-13,101,Under_Repair,TRF-6486FC34,,TRF-2B0B7D5C,
LINE-467EDB85,Line_2086,Cable,8.12,10kV,28-12-13,175,Under_Repair,TRF-28B18591,,TRF-FBDFA611,
LINE-5C34E57E,Line_2087,Cable,46.08,110kV,23-03-07,10,Active,TRF-329A2F9C,,TRF-6FEAA59A,
LINE-2D3B32E2,Line_2088,Cable,36.55,110kV,14-04-21,17,Active,TRF-5E508577,,TRF-71A27110,
LINE-2F7B20CB,Line_2089,Cable,43.8,10kV,09-06-16,153,Active,TRF-0D995E45,,TRF-C7EC78F6,
LINE-CB516144,Line_2090,Cable,30.77,10kV,19-07-19,41,Active,TRF-B9DA8FAE,,TRF-3F4A71D1,
LINE-06BABDB5,Line_2091,Cable,1.23,400kV,27-12-12,24,Active,,SUB-5651541E,TRF-3EC49850,
LINE-017DB6B8,Line_2092,Cable,31.98,20kV,21-08-20,185,Active,TRF-925C6BAE,,TRF-4CA4AB1D,
LINE-05D657F7,Line_2093,Cable,14.27,10kV,05-06-17,94,Active,TRF-E21ACF6A,,TRF-C3EE9EE4,
LINE-067BF667,Line_2094,Underground,48.92,20kV,04-01-12,77,Active,,SUB-2685375B,TRF-487B8C63,
LINE-326B14AB,Line_2095,Underground,8,20kV,20-03-21,19,Active,TRF-D549662B,,TRF-D12730BA,
LINE-D9D39F9B,Line_2096,Underground,34.72,20kV,29-01-19,181,Active,TRF-B85828CD,,TRF-C20BD27E,
LINE-80D1CBAE,Line_2097,Cable,15.66,110kV,22-12-17,126,Active,,SUB-F8A6B751,TRF-6FEAA59A,
LINE-931BBAF4,Line_2098,Underground,38.03,10kV,21-02-09,120,Under_Repair,TRF-C5592629,,TRF-7764BB89,
LINE-AA6E946B,Line_2099,Underground,7.91,20kV,02-03-05,94,Under_Repair,TRF-2CE9C9CD,,TRF-8CEE733F,
LINE-DC9D3D01,Line_2100,Cable,45.54,20kV,23-10-23,169,Active,TRF-21D28AC0,,TRF-F51E8317,
LINE-5C5E96CD,Line_2101,Underground,26.35,110kV,20-06-14,169,Active,TRF-83D9DD54,,TRF-6482900D,
LINE-FD892D60,Line_2102,Overhead,23.62,10kV,22-12-06,86,Active,TRF-04032B1A,,TRF-D990E842,
LINE-BEA77CE1,Line_2103,Cable,11.31,10kV,24-08-18,170,Active,TRF-56983722,,TRF-1C4B8581,
LINE-F9D996A9,Line_2104,Cable,29.23,10kV,17-09-03,106,Under_Repair,TRF-A240EA7E,,TRF-4C231113,
LINE-446BED99,Line_2105,Underground,18.39,10kV,27-03-00,145,Active,TRF-3CC61D2D,,TRF-0F59C5E1,
LINE-4EB2C53C,Line_2106,Cable,32.11,110kV,12-03-19,131,Active,TRF-B5B89814,,TRF-1C4B8581,
LINE-A5E9619F,Line_2107,Overhead,22.59,20kV,30-01-21,74,Active,TRF-54840AD9,,TRF-6E795249,
LINE-EB55FDA8,Line_2108,Cable,9.29,10kV,13-02-14,154,Active,TRF-44AD8D9F,,,SUB-3441C817
LINE-2D87887B,Line_2109,Underground,33.36,20kV,11-08-20,111,Active,TRF-CEEDED0C,,TRF-FEFB02A4,
LINE-12C5A78F,Line_2110,Overhead,29.27,10kV,27-04-09,68,Active,TRF-AB387FAC,,TRF-E7C33537,
LINE-00A935ED,Line_2111,Cable,28.34,10kV,15-11-20,153,Active,TRF-D03D4E3B,,TRF-267B1BFD,
LINE-2831310C,Line_2112,Overhead,35.13,10kV,09-04-10,17,Active,TRF-5D3B016D,,TRF-ECD6590C,
LINE-00C51A54,Line_2113,Cable,29.18,10kV,06-10-18,91,Active,TRF-772286D5,,TRF-5C645DA1,
LINE-D7AB3ADE,Line_2114,Cable,13.09,20kV,18-04-13,54,Active,TRF-66B22010,,TRF-46E46E5D,
LINE-4F5AFDEB,Line_2115,Underground,6.22,10kV,28-05-19,170,Under_Repair,TRF-CDB6E945,,TRF-07C37FDD,
LINE-43A5D0DE,Line_2116,Cable,42.13,10kV,17-01-10,176,Active,TRF-1C74F5DD,,TRF-83239AAD,
LINE-EAE2F7B9,Line_2117,Underground,28.07,10kV,20-12-18,176,Active,TRF-5B5B6FA2,,TRF-B39A11B8,
LINE-A2607ACB,Line_2118,Cable,13.2,10kV,26-08-04,146,Active,TRF-772286D5,,TRF-BDD21126,
LINE-BA0BF97D,Line_2119,Underground,35.3,10kV,04-02-08,57,Active,TRF-E8F828CA,,TRF-F79CD9A0,
LINE-0FA5AABF,Line_2120,Overhead,47.96,10kV,25-10-22,154,Active,TRF-4C1CDA5C,,TRF-A6A4D223,
LINE-7596FDD9,Line_2121,Underground,17.51,10kV,09-04-14,11,Active,TRF-9F6E36D2,,TRF-EBDA3223,
LINE-8B6E8616,Line_2122,Underground,18.4,20kV,05-08-09,38,Active,TRF-B7B91F72,,TRF-C69C0900,
LINE-DC57E976,Line_2123,Underground,45.46,110kV,23-05-11,120,Active,TRF-DDA531DC,,TRF-F571F101,
LINE-8ECE666F,Line_2124,Cable,6.85,110kV,09-11-21,160,Under_Repair,TRF-AC787DA5,,TRF-D954370F,
LINE-89E8AAF9,Line_2125,Overhead,22.5,20kV,16-02-04,106,Active,TRF-ED79E8BE,,TRF-9CE17F02,
LINE-2BCEC4D5,Line_2126,Overhead,1.71,20kV,20-10-02,85,Active,TRF-565141A1,,TRF-889D0013,
LINE-491A2E09,Line_2127,Underground,45.29,10kV,14-11-13,137,Active,TRF-E26E95F5,,TRF-319EF4F4,
LINE-52DE0056,Line_2128,Overhead,32.18,10kV,03-04-24,151,Under_Repair,TRF-A7A964A3,,TRF-F3A83308,
LINE-7E77879C,Line_2129,Overhead,2.95,10kV,29-11-21,138,Active,TRF-ABA537D1,,TRF-FBDFA611,
LINE-6C79C20D,Line_2130,Underground,8.7,10kV,09-01-03,85,Active,TRF-3F174D5F,,TRF-A1B5D130,
LINE-65A27AD6,Line_2131,Underground,35.52,10kV,09-03-05,83,Active,TRF-BA9B0A62,,TRF-A9E36248,
